,GHGRP Facility ID,FACILITY NAME,GHGRP - City,GHGRP - State,ORIS CODE,ORIS CODE 2,ORIS CODE 3,ORIS CODE 4,ORIS CODE 5,GHGRP - Power Plant Sector,Reported Subparts RY10,Reported Subparts RY11,Reported Subparts RY12,Reported Subparts RY13,Reported Subparts RY14,Reported Subparts RY15,Reported Subparts RY16,Reported Subparts RY17,Reported Subparts RY18,Reported Subparts RY19,Reported Subparts RY20,Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,year,Plant Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,NAICS Code,Sector Name,Reported Fuel Type Code,AER Fuel Type Code,Physical Unit Label,Total Fuel Consumption Quantity,Electric Fuel Consumption Quantity,Total Fuel Consumption MMBtu,Elec Fuel Consumption MMBtu,Net Generation (Megawatthours)
10,1000144,Chehalis Generation Facility,CHEHALIS,WA,55662,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1000144,1.10056E+11,Chehalis Generation Facility,CHEHALIS,WA,98532,1813 BISHOP ROAD,Lewis,46.6226,-122.9145,221112,"C,D",Power Plants,371645.972,371268.4,172.25,205.322,,,,,,,,,,1011.396,370634.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,223357
11,1000144,Chehalis Generation Facility,CHEHALIS,WA,55662,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1000144,1.10056E+11,Chehalis Generation Facility,CHEHALIS,WA,98532,1813 BISHOP ROAD,Lewis,46.6226,-122.9145,221112,"C,D",Power Plants,371645.972,371268.4,172.25,205.322,,,,,,,,,,1011.396,370634.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,6442046,6442046,6646159,6646159,626006
12,1004053,City of Spokane Waste-to-Energy,SPOKANE,WA,50886,,,,,,C,C,C,C,C,C,C,C,C,C,C,1004053,1.10001E+11,City of Spokane Waste-to-Energy,SPOKANE,WA,99224,2900 S GEIGER BLVD,SPOKANE,47.626529,-117.504278,562213,C,Waste,102963.11,97470.1,2142,3351.01,,,,,,,,,146284.4,102963.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSB,MLG,short tons,174593,174593,1446971,1446971,71553.392
13,1004053,City of Spokane Waste-to-Energy,SPOKANE,WA,50886,,,,,,C,C,C,C,C,C,C,C,C,C,C,1004053,1.10001E+11,City of Spokane Waste-to-Energy,SPOKANE,WA,99224,2900 S GEIGER BLVD,SPOKANE,47.626529,-117.504278,562213,C,Waste,102963.11,97470.1,2142,3351.01,,,,,,,,,146284.4,102963.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSN,OTH,short tons,98208,98208,1390171,1390171,68744.608
14,1004053,City of Spokane Waste-to-Energy,SPOKANE,WA,50886,,,,,,C,C,C,C,C,C,C,C,C,C,C,1004053,1.10001E+11,City of Spokane Waste-to-Energy,SPOKANE,WA,99224,2900 S GEIGER BLVD,SPOKANE,47.626529,-117.504278,562213,C,Waste,102963.11,97470.1,2142,3351.01,,,,,,,,,146284.4,102963.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSB,MLG,short tons,174593,174593,1446971,1446971,71553.392
15,1004053,City of Spokane Waste-to-Energy,SPOKANE,WA,50886,,,,,,C,C,C,C,C,C,C,C,C,C,C,1004053,1.10001E+11,City of Spokane Waste-to-Energy,SPOKANE,WA,99224,2900 S GEIGER BLVD,SPOKANE,47.626529,-117.504278,562213,C,Waste,102963.11,97470.1,2142,3351.01,,,,,,,,,146284.4,102963.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSN,OTH,short tons,98208,98208,1390171,1390171,68744.608
16,1006502,Encogen Generating Station,Bellingham,WA,7870,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1006502,1.1E+11,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,51680.104,51626.9,24,29.204,,,,,,,,,,,51680.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,69.046
17,1006502,Encogen Generating Station,Bellingham,WA,7870,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1006502,1.1E+11,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,51680.104,51626.9,24,29.204,,,,,,,,,,,51680.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,33473.954
18,1006502,Encogen Generating Station,Bellingham,WA,7870,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1006502,1.1E+11,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,51680.104,51626.9,24,29.204,,,,,,,,,,,51680.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,364,364,2135,2135,162.284
19,1006502,Encogen Generating Station,Bellingham,WA,7870,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1006502,1.1E+11,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,51680.104,51626.9,24,29.204,,,,,,,,,,,51680.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,1003638,1003638,1035754,1035754,78666.716
20,1006502,Encogen Generating Station,Bellingham,WA,7870,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1006502,1.1E+11,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,51680.104,51626.9,24,29.204,,,,,,,,,,,51680.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,69.046
21,1006502,Encogen Generating Station,Bellingham,WA,7870,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1006502,1.1E+11,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,51680.104,51626.9,24,29.204,,,,,,,,,,,51680.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,33473.954
22,1006502,Encogen Generating Station,Bellingham,WA,7870,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1006502,1.1E+11,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,51680.104,51626.9,24,29.204,,,,,,,,,,,51680.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,364,364,2135,2135,162.284
23,1006502,Encogen Generating Station,Bellingham,WA,7870,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1006502,1.1E+11,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,51680.104,51626.9,24,29.204,,,,,,,,,,,51680.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,1003638,1003638,1035754,1035754,78666.716
24,1004175,Frederickson PSE,TACOMA,WA,99,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C,1004175,1.10007E+11,Frederickson PSE,TACOMA,WA,98446,4714 192ND STREET EAST,PIERCE COUNTY,47.08187,-122.3649,221112,C,Power Plants,30729.124,30695.6,14.75,18.774,,,,,,,,,,30729.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,707,707,4128,4128,242.229
25,1004175,Frederickson PSE,TACOMA,WA,99,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C,1004175,1.10007E+11,Frederickson PSE,TACOMA,WA,98446,4714 192ND STREET EAST,PIERCE COUNTY,47.08187,-122.3649,221112,C,Power Plants,30729.124,30695.6,14.75,18.774,,,,,,,,,,30729.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,555428,555428,573203,573203,33633.771
26,1004175,Frederickson PSE,TACOMA,WA,99,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C,1004175,1.10007E+11,Frederickson PSE,TACOMA,WA,98446,4714 192ND STREET EAST,PIERCE COUNTY,47.08187,-122.3649,221112,C,Power Plants,30729.124,30695.6,14.75,18.774,,,,,,,,,,30729.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,707,707,4128,4128,242.229
27,1004175,Frederickson PSE,TACOMA,WA,99,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C,1004175,1.10007E+11,Frederickson PSE,TACOMA,WA,98446,4714 192ND STREET EAST,PIERCE COUNTY,47.08187,-122.3649,221112,C,Power Plants,30729.124,30695.6,14.75,18.774,,,,,,,,,,30729.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,555428,555428,573203,573203,33633.771
28,1000301,Frederickson Power LP,Tacoma,WA,55818,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1000301,1.10005E+11,Frederickson Power LP,Tacoma,WA,98446,18610 50Th Ave East,Pierce,47.0864,-122.3644,221112,D,Power Plants,139140.484,138999.1,64.5,76.884,,,,,,,,,,,139140.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,22791,22791,23629,23629,123890
29,1000301,Frederickson Power LP,Tacoma,WA,55818,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1000301,1.10005E+11,Frederickson Power LP,Tacoma,WA,98446,18610 50Th Ave East,Pierce,47.0864,-122.3644,221112,D,Power Plants,139140.484,138999.1,64.5,76.884,,,,,,,,,,,139140.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,2416072,2416072,2498004,2498004,227518
30,1000301,Frederickson Power LP,Tacoma,WA,55818,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1000301,1.10005E+11,Frederickson Power LP,Tacoma,WA,98446,18610 50Th Ave East,Pierce,47.0864,-122.3644,221112,D,Power Plants,139140.484,138999.1,64.5,76.884,,,,,,,,,,,139140.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,22791,22791,23629,23629,123890
31,1000301,Frederickson Power LP,Tacoma,WA,55818,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1000301,1.10005E+11,Frederickson Power LP,Tacoma,WA,98446,18610 50Th Ave East,Pierce,47.0864,-122.3644,221112,D,Power Plants,139140.484,138999.1,64.5,76.884,,,,,,,,,,,139140.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,2416072,2416072,2498004,2498004,227518
32,1004066,Fredonia Generating Station,Mount Vernon,WA,607,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1004066,1.10002E+11,Fredonia Generating Station,Mount Vernon,WA,98273,13085 Ball Road,SKAGIT COUNTY,48.4553,-122.435,221112,"C,D",Power Plants,28513.758,28477.1,15.5,21.158,,,,,,,,,,13923.522,14590.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,7244,7244,42516,42516,3662.715
33,1004066,Fredonia Generating Station,Mount Vernon,WA,607,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1004066,1.10002E+11,Fredonia Generating Station,Mount Vernon,WA,98273,13085 Ball Road,SKAGIT COUNTY,48.4553,-122.435,221112,"C,D",Power Plants,28513.758,28477.1,15.5,21.158,,,,,,,,,,13923.522,14590.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,459637,459637,475426,475426,41322.285
34,1004066,Fredonia Generating Station,Mount Vernon,WA,607,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1004066,1.10002E+11,Fredonia Generating Station,Mount Vernon,WA,98273,13085 Ball Road,SKAGIT COUNTY,48.4553,-122.435,221112,"C,D",Power Plants,28513.758,28477.1,15.5,21.158,,,,,,,,,,13923.522,14590.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,7244,7244,42516,42516,3662.715
35,1004066,Fredonia Generating Station,Mount Vernon,WA,607,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",1004066,1.10002E+11,Fredonia Generating Station,Mount Vernon,WA,98273,13085 Ball Road,SKAGIT COUNTY,48.4553,-122.435,221112,"C,D",Power Plants,28513.758,28477.1,15.5,21.158,,,,,,,,,,13923.522,14590.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,459637,459637,475426,475426,41322.285
36,1001436,GOLDENDALE GENERATING STATION,GOLDENDALE,WA,55482,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1001436,1.10041E+11,GOLDENDALE GENERATING STATION,GOLDENDALE,WA,98620,600 INDUSTRIAL WAY,KLICKITAT COUNTY,45.8114,-120.833,221112,D,Power Plants,325690.444,325360,150.75,179.694,,,,,,,,,,,325690.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,26383,26383,27280,27280,307044
37,1001436,GOLDENDALE GENERATING STATION,GOLDENDALE,WA,55482,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D,1001436,1.10041E+11,GOLDENDALE GENERATING STATION,GOLDENDALE,WA,98620,600 INDUSTRIAL WAY,KLICKITAT COUNTY,45.8114,-120.833,221112,D,Power Plants,325690.444,325360,150.75,179.694,,,,,,,,,,,325690.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2012,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,6019122,6019122,6223774,6223774,590413
